   9.5000000e+01   6.8200000e-01   1.0000000e+00   1.0000000e+00
   1.6600000e+02   5.7500000e-01   1.0000000e+00   1.0000000e+00
   2.3800000e+02   5.0700000e-01   1.0000000e+00   1.0000000e+00
   4.7500000e+02   3.1000000e-01   1.0000000e+00   1.0000000e+00
   9.5100000e+02   1.7800000e-01   7.0055941e-01   1.0000000e+00
   1.6640000e+03   6.7000000e-02   3.3727069e-01   1.0000000e+00
   2.3770000e+03   2.5000000e-02   1.6088755e-01   1.0000000e+00
   4.7540000e+03   1.0000000e-03   1.4792890e-02   9.3013608e-01
   9.5080000e+03   0.0000000e+00   1.2958739e-04   4.3359892e-01
   2.3769000e+04   0.0000000e+00   1.2493304e-10   4.4549015e-02
