   9.5000000e+01   1.4000000e-02   1.2185752e-01   1.0000000e+00
   1.6600000e+02   1.0000000e-03   2.1885365e-02   1.0000000e+00
   2.3800000e+02   0.0000000e+00   4.2660430e-03   8.4961737e-01
   4.7500000e+02   0.0000000e+00   9.5107356e-06   3.6328927e-01
   9.5100000e+02   0.0000000e+00   4.3427738e-10   6.6524960e-02
   1.6640000e+03   0.0000000e+00   7.3397105e-17   5.3421645e-03
   2.3770000e+03   0.0000000e+00   1.1847563e-23   4.3897871e-04
   4.7540000e+03   0.0000000e+00   5.0140552e-46   1.2001931e-07
   9.5080000e+03   0.0000000e+00   2.8290936e-90   1.1763225e-14
   2.3769000e+04   0.0000000e+00  3.8679393e-222   1.4582681e-35
