   9.5000000e+01   7.4400000e-01   1.0000000e+00   1.0000000e+00
   1.6600000e+02   6.9700000e-01   1.0000000e+00   1.0000000e+00
   2.3800000e+02   6.1200000e-01   1.0000000e+00   1.0000000e+00
   4.7500000e+02   4.7900000e-01   1.0000000e+00   1.0000000e+00
   9.5100000e+02   2.8600000e-01   1.0000000e+00   1.0000000e+00
   1.6640000e+03   1.6900000e-01   7.2744990e-01   1.0000000e+00
   2.3770000e+03   9.8000000e-02   4.8249034e-01   1.0000000e+00
   4.7540000e+03   2.1000000e-02   1.2339300e-01   1.0000000e+00
   9.5080000e+03   0.0000000e+00   8.2133595e-03   8.4596506e-01
   2.3769000e+04   0.0000000e+00   3.2265671e-06   2.3404484e-01
