   9.5000000e+01   2.0100000e-01   7.5571517e-01   1.0000000e+00
   1.6600000e+02   9.3000000e-02   3.8711354e-01   1.0000000e+00
   2.3800000e+02   5.1000000e-02   2.1268389e-01   1.0000000e+00
   4.7500000e+02   9.0000000e-03   3.0525920e-02   1.0000000e+00
   9.5100000e+02   0.0000000e+00   6.5927916e-04   5.9981471e-01
   1.6640000e+03   0.0000000e+00   2.5410906e-06   2.4409396e-01
   2.3770000e+03   0.0000000e+00   7.3570858e-09   9.9655955e-02
   4.7540000e+03   0.0000000e+00   1.2443677e-16   5.1433317e-03
   9.5080000e+03   0.0000000e+00   3.6114349e-32   1.4991496e-05
   2.3769000e+04   0.0000000e+00   1.3009587e-78   5.4573793e-13
