   9.5000000e+01   4.7200000e-01   1.0000000e+00   1.0000000e+00
   1.6600000e+02   3.4400000e-01   9.9762227e-01   1.0000000e+00
   2.3800000e+02   2.7200000e-01   7.6005751e-01   1.0000000e+00
   4.7500000e+02   1.8700000e-01   3.1713341e-01   1.0000000e+00
   9.5100000e+02   7.7000000e-02   5.4311278e-02   1.0000000e+00
   1.6640000e+03   2.3000000e-02   5.2192979e-03   8.0729416e-01
   2.3770000e+03   1.2000000e-02   4.4843485e-04   5.4783560e-01
   4.7540000e+03   0.0000000e+00   1.4784978e-07   1.5107579e-01
   9.5080000e+03   0.0000000e+00   2.7551136e-14   1.1716235e-02
   2.3769000e+04   0.0000000e+00   2.7183032e-34   6.2510304e-06
