   1.0900000e+02   5.6010000e-01   1.0000000e+00   1.0000000e+00
   1.9100000e+02   4.6290000e-01   1.0000000e+00   1.0000000e+00
   2.7300000e+02   3.7790000e-01   1.0000000e+00   1.0000000e+00
   5.4600000e+02   2.3770000e-01   6.7390974e-01   9.2776620e-01
   1.0910000e+03   1.3000000e-01   2.6261898e-01   4.3200352e-01
   1.9100000e+03   5.8700000e-02   6.4815357e-02   1.3758248e-01
   2.7290000e+03   2.8900000e-02   1.6588701e-02   4.4045253e-02
   5.4570000e+03   2.6000000e-03   2.0222486e-04   1.0269243e-03
   1.0915000e+04   0.0000000e+00   3.3873237e-08   6.3441925e-07
   2.7287000e+04   0.0000000e+00   5.0812900e-19   2.3191334e-16
