   1.0900000e+02   0.0000000e+00   3.3078094e-03   6.6841558e-02
   1.9100000e+02   0.0000000e+00   1.5063044e-04   5.3404612e-03
   2.7300000e+02   0.0000000e+00   5.8438534e-06   4.3666090e-04
   5.4600000e+02   0.0000000e+00   1.5528198e-10   1.1877998e-07
   1.0910000e+03   0.0000000e+00   3.4781808e-19   1.1868873e-14
   1.9100000e+03   0.0000000e+00   8.7992753e-32   4.0839124e-25
   2.7290000e+03   0.0000000e+00   1.5259710e-44   1.4220305e-35
   5.4570000e+03   0.0000000e+00   2.3525473e-85   2.0824306e-70
   1.0915000e+04   0.0000000e+00  3.4077024e-167  4.2108707e-140
   2.7287000e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00
