   1.0900000e+02   6.0200000e-02   6.7546017e-02   3.0713058e-01
   1.9100000e+02   1.9900000e-02   1.0799766e-02   7.5717756e-02
   2.7300000e+02   5.7000000e-03   1.9803999e-03   1.8811362e-02
   5.4600000e+02   3.0000000e-04   5.4441961e-06   1.9184481e-04
   1.0910000e+03   0.0000000e+00   9.2709582e-11   2.4068950e-08
   1.9100000e+03   0.0000000e+00   8.4817846e-18   4.0009936e-14
   2.7290000e+03   0.0000000e+00   5.1110648e-25   7.0621344e-20
   5.4570000e+03   0.0000000e+00   1.9783370e-47   5.0430082e-39
   1.0915000e+04   0.0000000e+00   3.1342768e-92   2.5023942e-77
   2.7287000e+04   0.0000000e+00  6.9108138e-225  3.1578996e-192
