   8.4000000e+01   6.9570000e-01   1.0000000e+00   1.0000000e+00
   1.4600000e+02   5.8410000e-01   1.0000000e+00   1.0000000e+00
   2.0900000e+02   5.2960000e-01   1.0000000e+00   1.0000000e+00
   4.1800000e+02   3.7490000e-01   1.0000000e+00   1.0000000e+00
   8.3500000e+02   2.0150000e-01   7.0515726e-01   1.0000000e+00
   1.4620000e+03   9.3900000e-02   3.6391704e-01   1.0000000e+00
   2.0890000e+03   4.5800000e-02   1.7394142e-01   1.0000000e+00
   4.1770000e+03   2.0000000e-03   1.9557971e-02   6.1922057e-01
   8.3550000e+03   0.0000000e+00   2.5217921e-04   1.9272553e-01
   2.0887000e+04   0.0000000e+00   8.3051821e-10   6.0027467e-03
