   8.4000000e+01   6.0810000e-01   1.0000000e+00   1.0000000e+00
   1.4600000e+02   5.0330000e-01   1.0000000e+00   1.0000000e+00
   2.0900000e+02   4.2870000e-01   1.0000000e+00   1.0000000e+00
   4.1800000e+02   2.5940000e-01   8.3507781e-01   1.0000000e+00
   8.3500000e+02   1.1490000e-01   4.0345806e-01   1.0000000e+00
   1.4620000e+03   3.7300000e-02   1.3603047e-01   1.0000000e+00
   2.0890000e+03   1.4100000e-02   4.7844177e-02   7.9732905e-01
   4.1770000e+03   1.0000000e-03   1.4663452e-03   3.1909043e-01
   8.3550000e+03   0.0000000e+00   1.7250373e-06   5.1576315e-02
   2.0887000e+04   0.0000000e+00   5.9000244e-15   2.3473806e-04
