eMoR eRoS sizes
1.04904293280617 1.03388007508223 100
1.03940077442448 1.0243263237012 200
1.02250629273593 1.01500152177297 500
1.01648794982423 1.01078594714012 1000
1.01136913344878 1.00809251584945 2000
1.00854684397545 1.00618394328701 5000
1.00653362510898 1.00514530598299 10000
1.00545744207185 1.00462835435116 20000
1.00468556733245 1.00433485695683 50000
1.00424598217352 1.00413649100336 1e+05
1.00412042290706 1.00411390755994 2e+05
1.0040495615993 1.00407162327738 5e+05
