eMoR eRoS sizes
1.02327071732897 1.01573521640564 100
1.01827933999009 1.01189154697858 200
1.01143460439812 1.00761455939546 500
1.00807770484105 1.00493053540042 1000
1.00541041495849 1.00364876164092 2000
1.00369743170605 1.00263316214084 5000
1.00300739586518 1.00233107717186 10000
1.00247510184266 1.00213384576251 20000
1.00217556192626 1.00196317900567 50000
1.00199761332984 1.00189773946084 1e+05
1.00189321183304 1.00187494626488 2e+05
1.00187662330332 1.00186519631082 5e+05
