eMoR eRoS sizes
1.03327744969052 1.0212056905237 100
1.02274534056067 1.0145312408814 200
1.01480824362418 1.00898147858665 500
1.01073904107454 1.00675483691411 1000
1.00667319872842 1.00475402135648 2000
1.00450699485877 1.00344502800092 5000
1.00372816788313 1.00300710932765 10000
1.00319256777223 1.00265460516973 20000
1.00264099849165 1.0024212594466 50000
1.0023815868907 1.00231329874771 1e+05
1.00235593149116 1.00232437726548 2e+05
1.00223000316031 1.00224932199334 5e+05
