MoR RoS MoRB RoSB Samp S
0.04255 0.0404 1 0.608621935327041 32983.5973644986 100
0.00705 0.00685 1 0.18540300604999 32983.5973644986 200
0 0 1 0.00529022909316162 32983.5973644986 500
0 0 1 0.000152904906553653 32983.5973644986 800
0 0 1 1.44982626871223e-05 32983.5973644986 1000
0 0 1 1.19486175906071e-10 32983.5973644986 2000
0 0 0.608321516839912 9.82665791265701e-26 32983.5973644986 5000
0 0 0.298062459632744 9.41891729282914e-41 32983.5973644986 8000
0 0 0.185304712895589 9.25545483958676e-51 32983.5973644986 10000
0 0 0.0172714897933505 8.56455784663734e-101 32983.5973644986 20000
0 0 1.44739090503881e-05 6.7767940489329e-251 32983.5973644986 50000
0 0 1.27053678974956e-08 0 32983.5973644986 80000
0 0 1.1900773831161e-10 0 32983.5973644986 1e+05
