size epsilon
42441.5116976605 0.01
4476.42276422764 0.03
1659.09090909091 0.05
773.883161512027 0.07
478.971255673222 0.09
378.238672622846 0.11
268.882978723404 0.13
181.25 0.15
148.425925925926 0.17
