eMoR eRoS sizes
1.16207873003952 1.11095460705132 100
1.10831755517514 1.07612252801266 200
1.07497155829396 1.04976909156751 500
1.05472102686374 1.0361512528262 1000
1.04231106828659 1.02787035323214 2000
1.02952087873727 1.02231926608608 5000
1.02223331153036 1.01817170329034 10000
1.01758173789739 1.0155144311692 20000
1.01598703438412 1.01512839087336 50000
1.01519823918162 1.01481742814486 1e+05
1.01484467320322 1.01450780871886 2e+05
1.01470850478345 1.01461876891173 5e+05
