eMoR eRoS sizes
1.11822810779214 1.0746741309806 100
1.08020748413507 1.05109072931376 200
1.04833651730575 1.03115745912685 500
1.0367143553247 1.0252547411971 1000
1.0268026658419 1.01730280883146 2000
1.0177008007548 1.01267129283025 5000
1.01403647373556 1.01075104380633 10000
1.01121280569914 1.00932877267798 20000
1.00933819423961 1.00838148187364 50000
1.00873017853282 1.00815862760541 1e+05
1.00842484701399 1.00815616655897 2e+05
1.00827930753581 1.00803343534996 5e+05
